PS,GeneID,V1
8,dis_TRINITY_DN109431_c0_g1,1862
1,dis_TRINITY_DN1095_c0_g1,7573
8,dis_TRINITY_DN10952_c0_g1,3830
8,dis_TRINITY_DN1096_c0_g1,5790
1,dis_TRINITY_DN10961_c0_g1,6933
7,dis_TRINITY_DN109679_c0_g1,166.5
8,dis_TRINITY_DN109699_c0_g1,6219
8,dis_TRINITY_DN1097_c0_g1,1770
2,dis_TRINITY_DN10976_c0_g1,1024
7,dis_TRINITY_DN109773_c0_g1,5246
1,dis_TRINITY_DN1098_c0_g1,4041
1,dis_TRINITY_DN10991_c0_g1,6143
8,dis_TRINITY_DN10998_c0_g1,7631
4,dis_TRINITY_DN10998_c0_g3,2355
8,dis_TRINITY_DN11_c3_g4,7041
8,dis_TRINITY_DN1100_c0_g1,2242
1,dis_TRINITY_DN11006_c1_g3,1488
8,dis_TRINITY_DN1101_c0_g1,4994
1,dis_TRINITY_DN1101_c0_g9,554
8,dis_TRINITY_DN110150_c0_g1,3184
5,dis_TRINITY_DN1102_c0_g1,3646
1,dis_TRINITY_DN11028_c0_g2,718
8,dis_TRINITY_DN11030_c0_g1,2126
8,dis_TRINITY_DN11034_c0_g1,7348
8,dis_TRINITY_DN11038_c0_g1,6186
7,dis_TRINITY_DN1105_c0_g1,4312
1,dis_TRINITY_DN11056_c0_g1,2999
1,dis_TRINITY_DN11059_c0_g1,2539
8,dis_TRINITY_DN11064_c0_g1,5161
8,dis_TRINITY_DN11067_c0_g1,3686
8,dis_TRINITY_DN110703_c0_g1,5277
8,dis_TRINITY_DN11073_c0_g1,3331
8,dis_TRINITY_DN110755_c0_g1,1057.5
8,dis_TRINITY_DN11076_c0_g1,3663
8,dis_TRINITY_DN1108_c0_g1,1524
1,dis_TRINITY_DN11083_c0_g1,1825
1,dis_TRINITY_DN111_c0_g1,5711
8,dis_TRINITY_DN11100_c0_g1,6310
8,dis_TRINITY_DN11104_c0_g4,7270
7,dis_TRINITY_DN11112_c0_g1,7826
7,dis_TRINITY_DN11116_c0_g1,640
7,dis_TRINITY_DN11135_c0_g1,5589
1,dis_TRINITY_DN11138_c0_g2,7501
8,dis_TRINITY_DN11138_c0_g3,999
8,dis_TRINITY_DN11138_c0_g5,1279
6,dis_TRINITY_DN1114_c0_g2,7408
8,dis_TRINITY_DN11152_c0_g1,7699
1,dis_TRINITY_DN11162_c0_g1,2729
8,dis_TRINITY_DN11168_c0_g1,4991
8,dis_TRINITY_DN11169_c0_g1,3681
2,dis_TRINITY_DN1117_c0_g1,4943
8,dis_TRINITY_DN1117_c0_g2,5102
8,dis_TRINITY_DN11178_c0_g1,746
8,dis_TRINITY_DN11181_c0_g1,3920
8,dis_TRINITY_DN11185_c0_g1,836
1,dis_TRINITY_DN11191_c0_g1,7306
8,dis_TRINITY_DN11191_c0_g3,7366
8,dis_TRINITY_DN11193_c2_g3,5131
1,dis_TRINITY_DN11201_c0_g1,1580
8,dis_TRINITY_DN11209_c0_g2,4187
8,dis_TRINITY_DN1121_c0_g2,6872
8,dis_TRINITY_DN11212_c0_g2,4973
1,dis_TRINITY_DN1122_c0_g4,3685
8,dis_TRINITY_DN11220_c0_g1,834
1,dis_TRINITY_DN11221_c0_g1,3789
7,dis_TRINITY_DN11224_c0_g1,2470
2,dis_TRINITY_DN1123_c0_g1,799
8,dis_TRINITY_DN11235_c0_g1,4241
8,dis_TRINITY_DN11237_c0_g1,3858
8,dis_TRINITY_DN11238_c0_g5,1061
8,dis_TRINITY_DN1125_c0_g1,7370
8,dis_TRINITY_DN11250_c0_g1,7696
8,dis_TRINITY_DN1126_c0_g1,3473
8,dis_TRINITY_DN11260_c0_g1,614
8,dis_TRINITY_DN11264_c0_g1,7239
1,dis_TRINITY_DN11265_c0_g1,7019
2,dis_TRINITY_DN11268_c0_g1,7539
1,dis_TRINITY_DN11269_c0_g1,5153
7,dis_TRINITY_DN1127_c0_g1,3845
1,dis_TRINITY_DN11271_c0_g1,2000
2,dis_TRINITY_DN11271_c0_g2,3493
8,dis_TRINITY_DN11281_c0_g1,549
7,dis_TRINITY_DN11281_c0_g2,5234
7,dis_TRINITY_DN11288_c0_g1,934.5
8,dis_TRINITY_DN11288_c0_g2,5072
8,dis_TRINITY_DN1129_c0_g1,2976
1,dis_TRINITY_DN11290_c0_g3,1999
8,dis_TRINITY_DN1130_c0_g1,2877
8,dis_TRINITY_DN1130_c0_g2,2851
2,dis_TRINITY_DN11304_c0_g1,5345
7,dis_TRINITY_DN11307_c0_g1,5857
8,dis_TRINITY_DN1131_c0_g1,7318
8,dis_TRINITY_DN1131_c0_g2,2799
8,dis_TRINITY_DN1132_c0_g1,1200
8,dis_TRINITY_DN11324_c0_g1,7079
8,dis_TRINITY_DN11326_c0_g1,6008
8,dis_TRINITY_DN11328_c0_g1,6746
1,dis_TRINITY_DN11328_c0_g3,7243
7,dis_TRINITY_DN1133_c0_g2,2734
7,dis_TRINITY_DN11338_c0_g1,7485
8,dis_TRINITY_DN11345_c0_g2,166.5
8,dis_TRINITY_DN11348_c0_g1,2647
8,dis_TRINITY_DN11349_c0_g1,4242
8,dis_TRINITY_DN1135_c0_g1,4017
7,dis_TRINITY_DN11354_c0_g1,1093
1,dis_TRINITY_DN11356_c1_g1,6206.5
1,dis_TRINITY_DN11356_c1_g3,3736
7,dis_TRINITY_DN11358_c0_g1,4536
8,dis_TRINITY_DN1136_c0_g1,2925
1,dis_TRINITY_DN11360_c0_g1,2812
8,dis_TRINITY_DN11368_c0_g1,166.5
8,dis_TRINITY_DN11369_c0_g1,2137
8,dis_TRINITY_DN11369_c0_g4,6804
8,dis_TRINITY_DN1137_c0_g1,6979
1,dis_TRINITY_DN11371_c0_g1,4777
8,dis_TRINITY_DN11373_c0_g1,3435
1,dis_TRINITY_DN11377_c0_g4,6423
1,dis_TRINITY_DN11379_c0_g2,1963.5
8,dis_TRINITY_DN11387_c0_g1,6790
1,dis_TRINITY_DN11389_c0_g1,3171
7,dis_TRINITY_DN1139_c0_g1,4964
8,dis_TRINITY_DN1139_c0_g4,4834
1,dis_TRINITY_DN11394_c0_g1,2260
6,dis_TRINITY_DN11394_c0_g2,1726
1,dis_TRINITY_DN11394_c0_g4,5815
8,dis_TRINITY_DN114_c0_g1,2194
2,dis_TRINITY_DN1140_c0_g1,6086
8,dis_TRINITY_DN11401_c0_g4,1527
4,dis_TRINITY_DN11407_c0_g1,2055
1,dis_TRINITY_DN11407_c0_g4,706
7,dis_TRINITY_DN1141_c0_g1,6090
8,dis_TRINITY_DN1142_c0_g1,7396
1,dis_TRINITY_DN11424_c0_g1,2086
1,dis_TRINITY_DN1143_c0_g1,5649
7,dis_TRINITY_DN11430_c0_g1,5692
8,dis_TRINITY_DN11447_c0_g1,5942
7,dis_TRINITY_DN1145_c0_g2,6471
1,dis_TRINITY_DN1146_c1_g1,548
1,dis_TRINITY_DN11462_c0_g2,3846
1,dis_TRINITY_DN1147_c0_g3,731
1,dis_TRINITY_DN1147_c0_g6,166.5
2,dis_TRINITY_DN1147_c0_g7,6296
1,dis_TRINITY_DN11470_c0_g1,5327
2,dis_TRINITY_DN11473_c0_g1,7549
8,dis_TRINITY_DN1148_c0_g1,3949
8,dis_TRINITY_DN11483_c0_g2,1442
1,dis_TRINITY_DN11486_c0_g1,2985
8,dis_TRINITY_DN11492_c0_g2,1436
8,dis_TRINITY_DN11492_c0_g4,5909
1,dis_TRINITY_DN11493_c0_g2,2140
8,dis_TRINITY_DN11496_c0_g1,3292
8,dis_TRINITY_DN11497_c0_g1,5426
7,dis_TRINITY_DN11498_c0_g1,2638
8,dis_TRINITY_DN11499_c0_g1,3655
8,dis_TRINITY_DN11499_c0_g2,609
1,dis_TRINITY_DN115_c0_g1,7601
1,dis_TRINITY_DN115_c0_g3,4772
7,dis_TRINITY_DN115_c0_g5,4946
1,dis_TRINITY_DN11500_c0_g1,2525
1,dis_TRINITY_DN11501_c0_g4,2704
8,dis_TRINITY_DN11502_c0_g1,6305
8,dis_TRINITY_DN11503_c1_g1,576
7,dis_TRINITY_DN11506_c0_g1,1777
1,dis_TRINITY_DN11507_c0_g1,7169
8,dis_TRINITY_DN11508_c0_g2,4992.5
7,dis_TRINITY_DN1151_c0_g2,3947
8,dis_TRINITY_DN1151_c0_g5,2193
8,dis_TRINITY_DN1151_c0_g6,5439
7,dis_TRINITY_DN11511_c0_g4,2445
1,dis_TRINITY_DN11513_c0_g1,1371
8,dis_TRINITY_DN11513_c0_g4,1717
8,dis_TRINITY_DN11514_c0_g1,5519
8,dis_TRINITY_DN11516_c0_g2,6511
2,dis_TRINITY_DN11516_c0_g3,5147
8,dis_TRINITY_DN11517_c0_g2,6164
8,dis_TRINITY_DN11519_c0_g1,5328
7,dis_TRINITY_DN11524_c0_g1,3544
1,dis_TRINITY_DN11525_c0_g1,4047
8,dis_TRINITY_DN11526_c0_g1,5208
2,dis_TRINITY_DN11528_c0_g1,2849
8,dis_TRINITY_DN11530_c0_g1,5058
8,dis_TRINITY_DN11536_c0_g1,4762
1,dis_TRINITY_DN11537_c0_g2,6697
8,dis_TRINITY_DN11537_c0_g4,3228
8,dis_TRINITY_DN11537_c0_g5,166.5
2,dis_TRINITY_DN1154_c0_g1,3064
7,dis_TRINITY_DN11548_c0_g1,1513
7,dis_TRINITY_DN11548_c0_g2,166.5
8,dis_TRINITY_DN1155_c0_g2,5083
2,dis_TRINITY_DN11558_c0_g3,1736
1,dis_TRINITY_DN11559_c0_g1,5604
8,dis_TRINITY_DN1156_c0_g1,2827
1,dis_TRINITY_DN11561_c0_g1,5946
8,dis_TRINITY_DN11564_c0_g1,5342
7,dis_TRINITY_DN11567_c0_g1,166.5
1,dis_TRINITY_DN1157_c0_g1,7647
2,dis_TRINITY_DN11571_c0_g1,7209
8,dis_TRINITY_DN11571_c0_g2,2794
7,dis_TRINITY_DN11575_c1_g3,2031.5
7,dis_TRINITY_DN11577_c1_g1,3245
8,dis_TRINITY_DN11579_c1_g3,166.5
8,dis_TRINITY_DN11580_c0_g1,2686
7,dis_TRINITY_DN11582_c0_g1,393
8,dis_TRINITY_DN11583_c0_g2,166.5
8,dis_TRINITY_DN11584_c0_g1,4204
8,dis_TRINITY_DN11590_c0_g1,6971
7,dis_TRINITY_DN11591_c0_g1,5566
1,dis_TRINITY_DN11596_c1_g1,7065
1,dis_TRINITY_DN11598_c0_g1,7638
1,dis_TRINITY_DN11598_c0_g2,5361
8,dis_TRINITY_DN11598_c0_g3,3891
8,dis_TRINITY_DN11598_c0_g5,2384
8,dis_TRINITY_DN11598_c0_g7,3720
1,dis_TRINITY_DN116_c0_g1,4200
8,dis_TRINITY_DN1160_c0_g1,2805
8,dis_TRINITY_DN11601_c0_g2,1854
5,dis_TRINITY_DN11603_c0_g1,3209
8,dis_TRINITY_DN11610_c0_g1,4211
8,dis_TRINITY_DN11611_c0_g4,1155
2,dis_TRINITY_DN11618_c1_g1,5582
7,dis_TRINITY_DN11619_c0_g1,2324
1,dis_TRINITY_DN11619_c0_g4,7217
8,dis_TRINITY_DN11619_c0_g7,3577
8,dis_TRINITY_DN11620_c0_g1,1687
1,dis_TRINITY_DN11625_c0_g2,1504
7,dis_TRINITY_DN11625_c0_g3,3479
8,dis_TRINITY_DN11629_c0_g1,3332
8,dis_TRINITY_DN11632_c0_g1,4648
2,dis_TRINITY_DN11637_c0_g1,2537
8,dis_TRINITY_DN11637_c0_g2,1042
8,dis_TRINITY_DN1164_c0_g1,956
8,dis_TRINITY_DN11647_c0_g3,6307
2,dis_TRINITY_DN11663_c0_g1,4008
2,dis_TRINITY_DN11666_c0_g3,5934
8,dis_TRINITY_DN11666_c0_g4,1898
7,dis_TRINITY_DN11669_c0_g2,1588
8,dis_TRINITY_DN1167_c0_g1,4805
1,dis_TRINITY_DN1167_c0_g3,4119
8,dis_TRINITY_DN1167_c0_g8,5535
1,dis_TRINITY_DN11671_c0_g1,2688
7,dis_TRINITY_DN11672_c0_g1,166.5
7,dis_TRINITY_DN11674_c0_g1,3903.5
8,dis_TRINITY_DN11676_c0_g1,4583
1,dis_TRINITY_DN11681_c0_g1,6612
1,dis_TRINITY_DN11691_c0_g1,3352
1,dis_TRINITY_DN11697_c0_g1,4286
8,dis_TRINITY_DN117_c0_g1,3178
1,dis_TRINITY_DN11700_c0_g1,3260
1,dis_TRINITY_DN11708_c0_g1,3683
1,dis_TRINITY_DN1171_c0_g1,4693
8,dis_TRINITY_DN11712_c0_g2,1481
8,dis_TRINITY_DN11712_c0_g3,1433
1,dis_TRINITY_DN1172_c0_g2,5316
1,dis_TRINITY_DN11722_c1_g1,5038
2,dis_TRINITY_DN11723_c0_g1,453
7,dis_TRINITY_DN11725_c0_g1,4072
1,dis_TRINITY_DN11726_c0_g1,4314
1,dis_TRINITY_DN11726_c0_g2,4591
6,dis_TRINITY_DN11727_c0_g1,7322
1,dis_TRINITY_DN1173_c0_g1,910
8,dis_TRINITY_DN1173_c0_g2,2219
1,dis_TRINITY_DN11731_c0_g1,3535
7,dis_TRINITY_DN1174_c0_g1,6916
8,dis_TRINITY_DN1174_c0_g2,4089
8,dis_TRINITY_DN11742_c0_g1,2266
8,dis_TRINITY_DN11746_c0_g1,2342
1,dis_TRINITY_DN11747_c0_g1,7795
8,dis_TRINITY_DN11749_c0_g2,3798
8,dis_TRINITY_DN11754_c0_g1,4582
8,dis_TRINITY_DN11764_c0_g3,1695
1,dis_TRINITY_DN11777_c0_g1,7790
1,dis_TRINITY_DN11788_c0_g2,4666
1,dis_TRINITY_DN11788_c0_g5,5368
1,dis_TRINITY_DN11789_c0_g1,1083
8,dis_TRINITY_DN1179_c0_g1,1033
8,dis_TRINITY_DN11791_c0_g2,1899
8,dis_TRINITY_DN11791_c0_g3,1562
8,dis_TRINITY_DN118_c0_g1,992
8,dis_TRINITY_DN1180_c0_g2,3483
6,dis_TRINITY_DN11813_c0_g1,5730
1,dis_TRINITY_DN1182_c0_g2,568
8,dis_TRINITY_DN11820_c0_g1,3757
8,dis_TRINITY_DN11820_c0_g3,6350
7,dis_TRINITY_DN1184_c0_g1,1482.5
8,dis_TRINITY_DN11844_c0_g1,4433
7,dis_TRINITY_DN11847_c0_g4,166.5
8,dis_TRINITY_DN11848_c0_g2,1347
1,dis_TRINITY_DN1185_c0_g1,1532
7,dis_TRINITY_DN11857_c0_g2,5119
