GeneID,phylostratum,rank,taxonomic_representativeness,GeneID_new
ser_TRINITY_DN10037_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN10037_c0_g3
ser_TRINITY_DN10037_c0_g4,cellular organisms,1,100,ser_TRINITY_DN10037_c0_g4
ser_TRINITY_DN100386_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN100386_c0_g1
ser_TRINITY_DN10038_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10038_c0_g1
ser_TRINITY_DN10045_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10045_c0_g1
ser_TRINITY_DN10049_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10049_c0_g1
ser_TRINITY_DN10049_c0_g2,Stramenopiles,4,50,ser_TRINITY_DN10049_c0_g2
ser_TRINITY_DN1004_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN1004_c0_g1
ser_TRINITY_DN10050_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10050_c0_g1
ser_TRINITY_DN10052_c0_g6,Fucus serratus,8,100,ser_TRINITY_DN10052_c0_g6
ser_TRINITY_DN10055_c1_g2,Phaeophyceae,7,100,ser_TRINITY_DN10055_c1_g2
ser_TRINITY_DN10055_c1_g4,Fucus serratus,8,100,ser_TRINITY_DN10055_c1_g4
ser_TRINITY_DN1005_c0_g1,cellular organisms,1,100,ser_TRINITY_DN1005_c0_g1
ser_TRINITY_DN10060_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10060_c0_g1
ser_TRINITY_DN100614_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN100614_c0_g1
ser_TRINITY_DN100622_c0_g1,cellular organisms,1,100,ser_TRINITY_DN100622_c0_g1
ser_TRINITY_DN10062_c0_g1,PX clade,6,100,ser_TRINITY_DN10062_c0_g1
ser_TRINITY_DN100634_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN100634_c0_g2
ser_TRINITY_DN10064_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10064_c0_g1
ser_TRINITY_DN10068_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10068_c0_g1
ser_TRINITY_DN100695_c0_g1,cellular organisms,1,85,ser_TRINITY_DN100695_c0_g1
ser_TRINITY_DN1006_c0_g1,Eukaryota,2,50,ser_TRINITY_DN1006_c0_g1
ser_TRINITY_DN100713_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN100713_c0_g1
ser_TRINITY_DN10072_c0_g1,cellular organisms,1,42,ser_TRINITY_DN10072_c0_g1
ser_TRINITY_DN10074_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10074_c0_g1
ser_TRINITY_DN10078_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10078_c0_g1
ser_TRINITY_DN10079_c0_g1,cellular organisms,1,57,ser_TRINITY_DN10079_c0_g1
ser_TRINITY_DN10082_c0_g2,cellular organisms,1,100,ser_TRINITY_DN10082_c0_g2
ser_TRINITY_DN10088_c0_g1,cellular organisms,1,85,ser_TRINITY_DN10088_c0_g1
ser_TRINITY_DN100907_c0_g1,cellular organisms,1,71,ser_TRINITY_DN100907_c0_g1
ser_TRINITY_DN100907_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN100907_c0_g2
ser_TRINITY_DN100926_c0_g1,cellular organisms,1,100,ser_TRINITY_DN100926_c0_g1
ser_TRINITY_DN10094_c1_g1,Fucus serratus,8,100,ser_TRINITY_DN10094_c1_g1
ser_TRINITY_DN10095_c0_g1,cellular organisms,1,42,ser_TRINITY_DN10095_c0_g1
ser_TRINITY_DN10096_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10096_c0_g1
ser_TRINITY_DN10098_c0_g1,cellular organisms,1,85,ser_TRINITY_DN10098_c0_g1
ser_TRINITY_DN10099_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10099_c0_g1
ser_TRINITY_DN10099_c0_g2,PX clade,6,100,ser_TRINITY_DN10099_c0_g2
ser_TRINITY_DN100_c0_g1,Eukaryota,2,33,ser_TRINITY_DN100_c0_g1
ser_TRINITY_DN10101_c0_g1,cellular organisms,1,85,ser_TRINITY_DN10101_c0_g1
ser_TRINITY_DN10103_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10103_c0_g1
ser_TRINITY_DN101045_c0_g1,Stramenopiles,4,75,ser_TRINITY_DN101045_c0_g1
ser_TRINITY_DN10104_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10104_c0_g1
ser_TRINITY_DN10106_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10106_c0_g1
ser_TRINITY_DN101078_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN101078_c0_g1
ser_TRINITY_DN10107_c0_g1,cellular organisms,1,57,ser_TRINITY_DN10107_c0_g1
ser_TRINITY_DN101086_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN101086_c0_g1
ser_TRINITY_DN10110_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10110_c0_g1
ser_TRINITY_DN10111_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10111_c0_g1
ser_TRINITY_DN101131_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN101131_c0_g1
ser_TRINITY_DN10113_c0_g1,PX clade,6,100,ser_TRINITY_DN10113_c0_g1
ser_TRINITY_DN10116_c0_g1,PX clade,6,100,ser_TRINITY_DN10116_c0_g1
ser_TRINITY_DN101175_c0_g2,cellular organisms,1,100,ser_TRINITY_DN101175_c0_g2
ser_TRINITY_DN101179_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN101179_c0_g2
ser_TRINITY_DN10118_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10118_c0_g1
ser_TRINITY_DN10121_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10121_c0_g2
ser_TRINITY_DN10122_c0_g2,cellular organisms,1,100,ser_TRINITY_DN10122_c0_g2
ser_TRINITY_DN10123_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10123_c0_g1
ser_TRINITY_DN10123_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN10123_c0_g3
ser_TRINITY_DN10124_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10124_c0_g1
ser_TRINITY_DN10125_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10125_c0_g1
ser_TRINITY_DN10127_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN10127_c0_g3
ser_TRINITY_DN10127_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN10127_c0_g4
ser_TRINITY_DN10127_c0_g7,Phaeophyceae,7,100,ser_TRINITY_DN10127_c0_g7
ser_TRINITY_DN10128_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10128_c0_g1
ser_TRINITY_DN10129_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10129_c0_g1
ser_TRINITY_DN10133_c0_g1,Eukaryota,2,100,ser_TRINITY_DN10133_c0_g1
ser_TRINITY_DN10133_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN10133_c0_g3
ser_TRINITY_DN10134_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10134_c0_g1
ser_TRINITY_DN101352_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN101352_c0_g1
ser_TRINITY_DN10137_c0_g1,cellular organisms,1,57,ser_TRINITY_DN10137_c0_g1
ser_TRINITY_DN10138_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10138_c0_g1
ser_TRINITY_DN10138_c1_g1,Fucus serratus,8,100,ser_TRINITY_DN10138_c1_g1
ser_TRINITY_DN10138_c1_g2,cellular organisms,1,100,ser_TRINITY_DN10138_c1_g2
ser_TRINITY_DN10138_c1_g3,Fucus serratus,8,100,ser_TRINITY_DN10138_c1_g3
ser_TRINITY_DN101406_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN101406_c0_g1
ser_TRINITY_DN101406_c0_g2,cellular organisms,1,100,ser_TRINITY_DN101406_c0_g2
ser_TRINITY_DN10140_c0_g1,cellular organisms,1,42,ser_TRINITY_DN10140_c0_g1
ser_TRINITY_DN10143_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10143_c0_g1
ser_TRINITY_DN10144_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10144_c0_g1
ser_TRINITY_DN101454_c0_g1,Eukaryota,2,100,ser_TRINITY_DN101454_c0_g1
ser_TRINITY_DN101469_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN101469_c0_g1
ser_TRINITY_DN10147_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10147_c0_g1
ser_TRINITY_DN101492_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN101492_c0_g1
ser_TRINITY_DN1014_c0_g1,cellular organisms,1,100,ser_TRINITY_DN1014_c0_g1
ser_TRINITY_DN101532_c0_g1,cellular organisms,1,100,ser_TRINITY_DN101532_c0_g1
ser_TRINITY_DN10153_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10153_c0_g1
ser_TRINITY_DN10158_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10158_c0_g1
ser_TRINITY_DN10160_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10160_c0_g1
ser_TRINITY_DN101621_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN101621_c0_g1
ser_TRINITY_DN101654_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN101654_c0_g1
ser_TRINITY_DN10168_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10168_c0_g1
ser_TRINITY_DN10169_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10169_c0_g1
ser_TRINITY_DN10169_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN10169_c0_g3
ser_TRINITY_DN10169_c0_g6,Phaeophyceae,7,100,ser_TRINITY_DN10169_c0_g6
ser_TRINITY_DN10169_c2_g1,cellular organisms,1,100,ser_TRINITY_DN10169_c2_g1
ser_TRINITY_DN1016_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN1016_c0_g1
ser_TRINITY_DN10170_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10170_c0_g1
ser_TRINITY_DN101719_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN101719_c0_g1
ser_TRINITY_DN10173_c0_g2,cellular organisms,1,100,ser_TRINITY_DN10173_c0_g2
ser_TRINITY_DN101743_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN101743_c0_g1
ser_TRINITY_DN10174_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10174_c0_g1
ser_TRINITY_DN101750_c0_g2,cellular organisms,1,42,ser_TRINITY_DN101750_c0_g2
ser_TRINITY_DN10175_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10175_c0_g2
ser_TRINITY_DN10186_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10186_c0_g1
ser_TRINITY_DN1018_c0_g1,cellular organisms,1,100,ser_TRINITY_DN1018_c0_g1
ser_TRINITY_DN10190_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10190_c0_g1
ser_TRINITY_DN10191_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10191_c0_g1
ser_TRINITY_DN10196_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10196_c0_g1
ser_TRINITY_DN101971_c0_g1,cellular organisms,1,100,ser_TRINITY_DN101971_c0_g1
ser_TRINITY_DN1019_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN1019_c0_g2
ser_TRINITY_DN10201_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10201_c0_g1
ser_TRINITY_DN102077_c1_g1,Fucus serratus,8,100,ser_TRINITY_DN102077_c1_g1
ser_TRINITY_DN102079_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN102079_c0_g2
ser_TRINITY_DN1020_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN1020_c0_g1
ser_TRINITY_DN10212_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10212_c0_g1
ser_TRINITY_DN1021_c0_g1,cellular organisms,1,85,ser_TRINITY_DN1021_c0_g1
ser_TRINITY_DN102228_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN102228_c0_g3
ser_TRINITY_DN10222_c1_g1,cellular organisms,1,85,ser_TRINITY_DN10222_c1_g1
ser_TRINITY_DN10224_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10224_c0_g1
ser_TRINITY_DN1022_c1_g1,cellular organisms,1,100,ser_TRINITY_DN1022_c1_g1
ser_TRINITY_DN1022_c1_g2,Fucus serratus,8,100,ser_TRINITY_DN1022_c1_g2
ser_TRINITY_DN10233_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10233_c0_g1
ser_TRINITY_DN10233_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10233_c0_g2
ser_TRINITY_DN10240_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10240_c0_g1
ser_TRINITY_DN102426_c0_g1,cellular organisms,1,100,ser_TRINITY_DN102426_c0_g1
ser_TRINITY_DN10244_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10244_c0_g1
ser_TRINITY_DN10244_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10244_c0_g2
ser_TRINITY_DN10244_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN10244_c0_g3
ser_TRINITY_DN10244_c0_g5,Fucus serratus,8,100,ser_TRINITY_DN10244_c0_g5
ser_TRINITY_DN10244_c7_g2,Fucus serratus,8,100,ser_TRINITY_DN10244_c7_g2
ser_TRINITY_DN10245_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10245_c0_g2
ser_TRINITY_DN10247_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN10247_c0_g2
ser_TRINITY_DN10247_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN10247_c0_g3
ser_TRINITY_DN102483_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN102483_c0_g1
ser_TRINITY_DN1024_c0_g2,cellular organisms,1,71,ser_TRINITY_DN1024_c0_g2
ser_TRINITY_DN10250_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10250_c0_g1
ser_TRINITY_DN102566_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN102566_c0_g1
ser_TRINITY_DN102652_c0_g1,cellular organisms,1,100,ser_TRINITY_DN102652_c0_g1
ser_TRINITY_DN10266_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN10266_c0_g2
ser_TRINITY_DN10267_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10267_c0_g1
ser_TRINITY_DN102681_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN102681_c0_g1
ser_TRINITY_DN1026_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1026_c0_g1
ser_TRINITY_DN102704_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN102704_c0_g1
ser_TRINITY_DN10270_c0_g2,cellular organisms,1,71,ser_TRINITY_DN10270_c0_g2
ser_TRINITY_DN10272_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10272_c0_g1
ser_TRINITY_DN102746_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN102746_c0_g1
ser_TRINITY_DN102765_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN102765_c0_g1
ser_TRINITY_DN10277_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10277_c0_g1
ser_TRINITY_DN1027_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1027_c0_g1
ser_TRINITY_DN102822_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN102822_c0_g1
ser_TRINITY_DN102826_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN102826_c0_g1
ser_TRINITY_DN10283_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10283_c0_g1
ser_TRINITY_DN10288_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10288_c0_g2
ser_TRINITY_DN10289_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10289_c0_g1
ser_TRINITY_DN1028_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN1028_c0_g1
ser_TRINITY_DN10292_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10292_c0_g1
ser_TRINITY_DN10292_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN10292_c0_g3
ser_TRINITY_DN10295_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10295_c0_g1
ser_TRINITY_DN102983_c0_g1,cellular organisms,1,42,ser_TRINITY_DN102983_c0_g1
ser_TRINITY_DN103006_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN103006_c0_g2
ser_TRINITY_DN103011_c0_g1,cellular organisms,1,100,ser_TRINITY_DN103011_c0_g1
ser_TRINITY_DN103043_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN103043_c0_g1
ser_TRINITY_DN103085_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN103085_c0_g1
ser_TRINITY_DN10309_c0_g3,cellular organisms,1,85,ser_TRINITY_DN10309_c0_g3
ser_TRINITY_DN103116_c0_g1,cellular organisms,1,100,ser_TRINITY_DN103116_c0_g1
ser_TRINITY_DN10311_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10311_c0_g1
ser_TRINITY_DN10311_c1_g1,Sar,3,60,ser_TRINITY_DN10311_c1_g1
ser_TRINITY_DN103124_c1_g1,Fucus serratus,8,100,ser_TRINITY_DN103124_c1_g1
ser_TRINITY_DN10314_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10314_c0_g1
ser_TRINITY_DN10315_c0_g2,cellular organisms,1,85,ser_TRINITY_DN10315_c0_g2
ser_TRINITY_DN10319_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10319_c0_g1
ser_TRINITY_DN1031_c0_g1,cellular organisms,1,100,ser_TRINITY_DN1031_c0_g1
ser_TRINITY_DN10322_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10322_c0_g1
ser_TRINITY_DN103231_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN103231_c0_g1
ser_TRINITY_DN103241_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN103241_c0_g1
ser_TRINITY_DN10325_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10325_c0_g2
ser_TRINITY_DN103275_c0_g1,cellular organisms,1,100,ser_TRINITY_DN103275_c0_g1
ser_TRINITY_DN1032_c0_g1,cellular organisms,1,100,ser_TRINITY_DN1032_c0_g1
ser_TRINITY_DN103302_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN103302_c0_g1
ser_TRINITY_DN10333_c1_g1,Stramenopiles,4,50,ser_TRINITY_DN10333_c1_g1
ser_TRINITY_DN10333_c1_g5,Fucus serratus,8,100,ser_TRINITY_DN10333_c1_g5
ser_TRINITY_DN10334_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10334_c0_g1
ser_TRINITY_DN103350_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN103350_c0_g1
ser_TRINITY_DN10335_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10335_c0_g1
ser_TRINITY_DN10338_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10338_c0_g1
ser_TRINITY_DN1033_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1033_c0_g1
ser_TRINITY_DN1033_c0_g3,Eukaryota,2,100,ser_TRINITY_DN1033_c0_g3
ser_TRINITY_DN103436_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN103436_c0_g2
ser_TRINITY_DN103441_c0_g2,cellular organisms,1,85,ser_TRINITY_DN103441_c0_g2
ser_TRINITY_DN103449_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN103449_c0_g1
ser_TRINITY_DN10344_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN10344_c0_g3
ser_TRINITY_DN10346_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10346_c0_g1
ser_TRINITY_DN10348_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10348_c0_g1
ser_TRINITY_DN103491_c0_g2,cellular organisms,1,100,ser_TRINITY_DN103491_c0_g2
ser_TRINITY_DN10349_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10349_c0_g1
ser_TRINITY_DN10349_c0_g2,cellular organisms,1,100,ser_TRINITY_DN10349_c0_g2
ser_TRINITY_DN10350_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10350_c0_g1
ser_TRINITY_DN103518_c0_g1,cellular organisms,1,100,ser_TRINITY_DN103518_c0_g1
ser_TRINITY_DN10351_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10351_c0_g1
ser_TRINITY_DN10353_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10353_c0_g1
ser_TRINITY_DN10353_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN10353_c0_g4
ser_TRINITY_DN10354_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN10354_c0_g2
ser_TRINITY_DN103561_c0_g1,cellular organisms,1,100,ser_TRINITY_DN103561_c0_g1
ser_TRINITY_DN10357_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10357_c0_g1
ser_TRINITY_DN10359_c1_g3,Fucus serratus,8,100,ser_TRINITY_DN10359_c1_g3
ser_TRINITY_DN10364_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10364_c0_g2
ser_TRINITY_DN10365_c0_g1,cellular organisms,1,57,ser_TRINITY_DN10365_c0_g1
ser_TRINITY_DN10366_c4_g1,Phaeophyceae,7,100,ser_TRINITY_DN10366_c4_g1
ser_TRINITY_DN10368_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10368_c0_g1
ser_TRINITY_DN1036_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1036_c0_g1
ser_TRINITY_DN1036_c0_g2,cellular organisms,1,85,ser_TRINITY_DN1036_c0_g2
ser_TRINITY_DN1036_c0_g3,cellular organisms,1,85,ser_TRINITY_DN1036_c0_g3
ser_TRINITY_DN1036_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN1036_c0_g4
ser_TRINITY_DN10371_c0_g5,Phaeophyceae,7,100,ser_TRINITY_DN10371_c0_g5
ser_TRINITY_DN10372_c0_g1,PX clade,6,100,ser_TRINITY_DN10372_c0_g1
ser_TRINITY_DN10376_c3_g3,Fucus serratus,8,100,ser_TRINITY_DN10376_c3_g3
ser_TRINITY_DN1037_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN1037_c0_g2
ser_TRINITY_DN10380_c0_g1,cellular organisms,1,100,ser_TRINITY_DN10380_c0_g1
ser_TRINITY_DN10381_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10381_c0_g1
ser_TRINITY_DN10383_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10383_c0_g2
ser_TRINITY_DN10385_c0_g1,Sar,3,60,ser_TRINITY_DN10385_c0_g1
ser_TRINITY_DN10386_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10386_c0_g1
ser_TRINITY_DN10388_c0_g1,cellular organisms,1,85,ser_TRINITY_DN10388_c0_g1
ser_TRINITY_DN1038_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN1038_c0_g1
ser_TRINITY_DN103925_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN103925_c0_g1
ser_TRINITY_DN103952_c0_g2,Eukaryota,2,66,ser_TRINITY_DN103952_c0_g2
ser_TRINITY_DN10399_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN10399_c0_g4
ser_TRINITY_DN1039_c0_g1,cellular organisms,1,100,ser_TRINITY_DN1039_c0_g1
ser_TRINITY_DN103_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN103_c0_g2
ser_TRINITY_DN104004_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN104004_c0_g1
ser_TRINITY_DN10401_c0_g3,cellular organisms,1,42,ser_TRINITY_DN10401_c0_g3
ser_TRINITY_DN10403_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN10403_c0_g1
ser_TRINITY_DN10409_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10409_c0_g1
ser_TRINITY_DN1040_c0_g1,PX clade,6,100,ser_TRINITY_DN1040_c0_g1
ser_TRINITY_DN10415_c0_g1,Eukaryota,2,33,ser_TRINITY_DN10415_c0_g1
ser_TRINITY_DN104217_c0_g1,Sar,3,80,ser_TRINITY_DN104217_c0_g1
ser_TRINITY_DN10421_c0_g1,Ochrophyta,5,100,ser_TRINITY_DN10421_c0_g1
ser_TRINITY_DN10423_c0_g1,cellular organisms,1,57,ser_TRINITY_DN10423_c0_g1
ser_TRINITY_DN10424_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN10424_c0_g2
ser_TRINITY_DN104281_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN104281_c0_g1
ser_TRINITY_DN10431_c0_g1,cellular organisms,1,71,ser_TRINITY_DN10431_c0_g1
ser_TRINITY_DN10436_c0_g2,cellular organisms,1,100,ser_TRINITY_DN10436_c0_g2
ser_TRINITY_DN1043_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN1043_c0_g1
ser_TRINITY_DN104429_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN104429_c0_g1
ser_TRINITY_DN1044_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN1044_c0_g3
ser_TRINITY_DN10450_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN10450_c0_g1
